K_s,psi,theta_d,K_ex,f_sat,S_max,tau_drain,t_lag_hr,uh_stretch,n,V_soil,alpha_soil,Q_threshold,gamma,lambda_sat,baseflow_Q,success,NSE_Q,NSE_C,C_trough,Q_peak,variant
4.152466460832425e-07,0.24724805624509294,0.21449951457216648,6.538222890113953e-05,0.17168181792204287,0.01628358361408123,9938.946772517485,0.5671892874567223,2.2069314479505207,0.060345592648034185,0.06845433920399112,0.6120734411716596,0.20161760056730232,4.341848574340155,0.8772610197351033,0.10998305777465353,True,0.7568685950540297,-32.08989745735297,4.76883338580994,3.1912417500735857,3-layer
2.099289455761093e-07,0.3535607744775371,0.23228747915804676,5.3955562701160635e-06,0.1011716671785828,0.08302812774637962,46630.85816891791,1.5815012781374693,2.5726151893835807,0.05492896786851274,0.8397530335311824,0.9410820765664099,0.23590522355588478,3.324430943792973,0.6999375363396565,0.29583637169609467,True,0.7054674901970854,-4.134520926077845,5.2556552441227975,2.851021273827151,3-layer
3.3894476270396004e-07,0.25010625626117916,0.2005798344407063,1.966053141184118e-06,0.0702346553902016,0.06851374774302361,34003.66746466806,1.2025410766919866,2.807116284398345,0.045005902870427855,1.7557148537644434,0.5506937092256363,1.1503575027884416,2.31834234158456,0.2967911747342127,0.2918652325270398,True,0.6983584514034393,0.3125588694527204,3.6381176120924885,2.78134206144885,3-layer
1.6075790004045254e-07,0.1959248021585527,0.12007467089525904,3.116768624488045e-06,0.07151115520870208,0.039216790424312274,54128.55212215685,0.5183145268986454,2.612482099082258,0.0523281480829601,0.075819803459054,0.5787315735161105,0.8699412853434519,2.3513010950652813,0.8544455337740111,0.209624825066172,True,0.5533025336482214,-27.299449746612133,5.2999188264942365,3.2317011009841923,3-layer
3.9374958887652677e-07,0.09603190886224965,0.24724810721786716,2.0289874203886077e-07,0.2606152433456232,0.03681748663096445,19862.037722959398,0.49889599368269344,5.115954473143188,0.06212258355620254,0.11020831608741141,0.5221410204836094,1.1319590577742908,2.0377249576936176,0.6605772822448359,0.13619719728441515,True,0.7196938942801794,-9.234882941057382,5.376524430222914,2.1514102358308533,3-layer
6.96586819852039e-07,0.19461567276956776,0.29548271669669746,8.39380598402331e-05,0.2903059086797237,0.01703010843027959,51680.75224079602,1.9944666282068693,2.542979431376353,0.06289857753813914,0.2889169476429986,0.5968332582590246,0.7796189791281234,2.2811551940062698,0.06141550904008111,0.25962529964153397,True,0.8165496183737206,-0.681414244379797,4.642085792142686,2.841375455920718,3-layer
1.1635659009944448e-07,0.08088083299151202,0.09769511598315951,4.16263256289771e-07,0.19530971925838625,0.04670660477909707,19306.103126079724,1.8099095002576369,2.676928247879194,0.03815743692732584,0.08358987281999818,0.9554358568243548,0.30681390551271115,3.3161587894199616,0.05616026755282848,0.2892894206352108,True,0.49263248096455636,-63.01788219839152,5.614914070647902,3.2493871336303877,3-layer
3.2061188598571407e-07,0.1533760668382684,0.08868002825432325,3.824218060695984e-06,0.05803945291774114,0.05019700196557067,8699.716256246005,1.4356363238952636,7.11061576812067,0.035445556160674414,0.13852568208921515,0.8276257087587318,1.0056220777713616,2.5222620476627498,0.7962376764653664,0.05002472701997429,True,0.6354588978538909,-7.6481595492968015,5.477153814194129,2.164900193440511,3-layer
1.084843905902175e-07,0.23162208468115555,0.11408769569189586,2.927501417755906e-07,0.09587247669337379,0.03727950193146321,15655.303691486715,0.965319916000151,2.641736321774294,0.046431058744990664,0.3832367700919183,0.6986509736376938,0.39157440903569607,4.730814343494607,0.685648175624408,0.046983686660972926,True,0.31028539315709724,-1.4911061764641667,4.523910296402197,3.148826537473392,3-layer
1.1378679806573226e-07,0.17167374292083257,0.11796468208313236,0.00013964139358306745,0.257407051155186,0.024698397823455547,19100.437249821945,1.614521349748074,5.8838992517067945,0.04585778441801587,0.9788999682656548,0.8397852410454447,0.3849541511196001,3.7064947206565817,0.8898729326062067,0.33834805692764247,True,0.699874444773853,-0.16326311825135598,4.799076879802047,2.94312113932236,3-layer
